qseqid; sseqid; pident; length; mismatch; gapopen; qstart; qend; sstart; send; evalue; bitscore;
BACDOR_00120;NZ_DS996451.1 Parabacteroides johnsonii DSM 18315 Scfld11, whole genome shotgun sequence;27.225;191;123;8;23;208;204827;205366;9.03E-07;57;
BACDOR_00122;NZ_DS995528.1 Bacteroides dorei DSM 17855 Scfld0, whole genome shotgun sequence;100;405;0;0;1;405;148712;147498;0;844;
BACDOR_00122;NC_009614.1 Bacteroides vulgatus ATCC 8482, complete genome;94.074;405;24;0;1;405;486915;488129;0;804;
BACDOR_00122;NC_009614.1 Bacteroides vulgatus ATCC 8482, complete genome;30.488;410;212;12;7;404;1587181;1588227;1.18E-48;182;
BACDOR_00122;NZ_EQ973650.1 Bacteroides coprophilus DSM 18228 = JCM 13818 strain DSM 18228 Scfld22, whole genome shotgun sequence;82.716;405;70;0;1;405;219067;217853;0;710;
BACDOR_00122;NZ_ATFI01000006.1 Bacteroides cellulosilyticus WH2 BWH2c6, whole genome shotgun sequence;81.327;407;73;1;2;405;233208;231988;0;692;
BACDOR_00122;NZ_PUEO01000014.1 Bacteroides thetaiotaomicron strain VPI-5482 Bacteroides_thetaiotaomicron.1cell.HGAP3_contig14, whole genome shotgun sequence;81.683;404;74;0;2;405;699930;698719;0;691;
BACDOR_00122;NZ_ABJL02000001.1 Bacteroides intestinalis DSM 17393 B_intestinalis-2.0.1_Cont552, whole genome shotgun sequence;81.572;407;72;1;2;405;248746;247526;0;691;
BACDOR_00122;NZ_EQ973489.1 Bacteroides cellulosilyticus DSM 14838 Scfld3, whole genome shotgun sequence;81.081;407;74;1;2;405;174147;172927;0;689;
BACDOR_00122;NZ_CVOY01000007.1 Bacteroides thetaiotaomicron isolate 3731, whole genome shotgun sequence;81.436;404;75;0;2;405;140399;141610;0;687;
BACDOR_00122;CVOZ01000035.1 Bacteroides thetaiotaomicron genome assembly 7330, contig 7330contig1.10, whole genome shotgun sequence;81.188;404;76;0;2;405;106949;108160;0;687;
BACDOR_00122;NZ_GG688318.1 Bacteroides finegoldii DSM 17565 Scfld1, whole genome shotgun sequence;79.95;404;81;0;2;405;209328;210539;0;683;
BACDOR_00122;NZ_AAVM02000003.1 Bacteroides caccae ATCC 43185 B_caccae-MSIQ_Cont1328, whole genome shotgun sequence;79.95;404;81;0;2;405;71289;70078;0;683;
BACDOR_00122;NZ_PUEQ01000003.1 Bacteroides caccae strain ATCC 43185 Bacteroides_caccae.1cell.HGAP3_contig3, whole genome shotgun sequence;79.95;404;81;0;2;405;2633686;2634897;0;683;
BACDOR_00122;NZ_PUEQ01000003.1 Bacteroides caccae strain ATCC 43185 Bacteroides_caccae.1cell.HGAP3_contig3, whole genome shotgun sequence;28.916;415;213;14;7;404;3356989;3355940;3.71E-44;169;
BACDOR_00122;NZ_UFTH01000001.1 Bacteroides fragilis strain NCTC9343, whole genome shotgun sequence;79.95;404;81;0;2;405;1051923;1053134;0;681;
BACDOR_00122;NZ_UFTH01000001.1 Bacteroides fragilis strain NCTC9343, whole genome shotgun sequence;29.54;413;213;13;7;404;2014558;2015607;2.03E-46;176;
BACDOR_00122;NZ_JGDE01000133.1 Bacteroides fragilis str. DS-208 gbfDS208.contig.134, whole genome shotgun sequence;79.95;404;81;0;2;405;92211;93422;0;681;
BACDOR_00122;JGCP01002545.1 Bacteroides fragilis str. 3397 T10 gbf3397T10.contig.2591, whole genome shotgun sequence;79.95;404;81;0;2;405;3274;4485;0;681;
BACDOR_00122;NZ_DS995508.1 Bacteroides eggerthii DSM 20697 Scfld0, whole genome shotgun sequence;78.378;407;85;1;2;405;169795;168575;0;674;
BACDOR_00122;NZ_DS362247.1 Bacteroides uniformis ATCC 8492 Scfld_3.0.1_30, whole genome shotgun sequence;78.378;407;85;1;2;405;304752;303532;0;674;
BACDOR_00122;NZ_DS499677.1 Bacteroides stercoris ATCC 43183 Scfld_02_16, whole genome shotgun sequence;78.87;407;83;2;2;405;230155;231375;0;672;
BACDOR_00122;NZ_JH724294.1 Bacteroides xylanisolvens CL03T12C04 supercont1.1, whole genome shotgun sequence;78.96;404;85;0;2;405;201312;200101;0;672;
BACDOR_00122;NZ_DS264584.1 Bacteroides ovatus ATCC 8483 Scfld0231, whole genome shotgun sequence;78.96;404;85;0;2;405;16717;15506;0;671;
BACDOR_00122;NZ_PUEP01000005.1 Bacteroides ovatus strain ATCC 8483 Bacteroides_ovatus.1cell.HGAP3_contig5, whole genome shotgun sequence;78.96;404;85;0;2;405;3429039;3430250;0;671;
BACDOR_00122;NZ_PUEP01000005.1 Bacteroides ovatus strain ATCC 8483 Bacteroides_ovatus.1cell.HGAP3_contig5, whole genome shotgun sequence;28.916;415;213;14;7;404;4605120;4604071;3.37E-45;172;
BACDOR_00122;NZ_GG703852.1 Prevotella copri DSM 18205 Scfld0, whole genome shotgun sequence;69.267;423;110;4;3;405;471774;470506;0;609;
BACDOR_00122;NZ_DS264542.1 Parabacteroides merdae ATCC 43184 Scfld0282, whole genome shotgun sequence;66.915;402;132;1;4;404;311126;312331;0;573;
BACDOR_00122;NC_009615.1 Parabacteroides distasonis ATCC 8503, complete genome;65.423;402;138;1;4;404;4582216;4581011;0;572;
BACDOR_00122;NC_009615.1 Parabacteroides distasonis ATCC 8503, complete genome;29.567;416;208;12;7;404;2819035;2817989;9.21E-45;171;
BACDOR_00122;NZ_DS996453.1 Parabacteroides johnsonii DSM 18315 Scfld13, whole genome shotgun sequence;66.169;402;135;1;4;404;157487;156282;0;567;
BACDOR_00122;NZ_JH370372.1 Alistipes indistinctus YIT 12060 supercont1.2, whole genome shotgun sequence;53.133;399;181;3;9;405;467211;466027;2.77E-130;418;
BACDOR_00122;NZ_ABXW01000004.1 Providencia alcalifaciens DSM 30120 P_alcalifaciens-1.0_Cont3.1, whole genome shotgun sequence;37.653;409;189;10;3;405;121941;122987;7.91E-70;244;
BACDOR_00122;NZ_GG705265.1 Providencia rettgeri DSM 1131 Scfld3, whole genome shotgun sequence;36.675;409;193;10;3;405;180250;179204;3.22E-68;239;
BACDOR_00122;NZ_DS607683.1 Providencia stuartii ATCC 25827 Scfld_02_50, whole genome shotgun sequence;36.386;404;191;9;3;400;179065;180096;2.54E-66;234;
BACDOR_00122;NZ_GG704864.1 Enterobacter cancerogenus ATCC 35316 Scfld1, whole genome shotgun sequence;36.476;403;190;9;7;403;124853;125881;3.36E-66;233;
BACDOR_00122;NC_000913.3 Escherichia coli str. K-12 substr. MG1655, complete genome;36.228;403;191;9;7;403;425011;426039;4.08E-65;230;
BACDOR_00122;NZ_DS981517.1 Clostridium sporogenes ATCC 15579 Scfld_02_0, whole genome shotgun sequence;34.314;408;197;11;3;403;618670;619701;1.31E-61;220;
BACDOR_00122;NZ_MTWD01000001.1 Clostridioides difficile strain 20120020 scaffold00001, whole genome shotgun sequence;36.207;406;184;13;7;403;3067290;3066271;1.32E-61;220;
BACDOR_00122;NZ_MTWE01000004.1 Clostridioides difficile strain 20120183 scaffold00004, whole genome shotgun sequence;35.961;406;185;13;7;403;2778929;2777910;1.51E-61;220;
BACDOR_00122;NZ_MTWF01000021.1 Clostridioides difficile strain 20120956 scaffold00021, whole genome shotgun sequence;36.207;406;184;12;7;403;126336;125317;1.63E-61;220;
BACDOR_00122;NZ_DS562852.1 [Clostridium] spiroforme DSM 1552 Scfld_02_9, whole genome shotgun sequence;35.309;405;191;12;7;404;49724;48702;3.03E-61;219;
BACDOR_00122;NZ_MTWC01000003.1 Clostridioides difficile strain 20120014 scaffold00003, whole genome shotgun sequence;35.961;406;185;13;7;403;3052895;3051876;5.23E-61;218;
BACDOR_00122;NZ_GG739633.1 Edwardsiella tarda ATCC 23685 Scfld4, whole genome shotgun sequence;35.821;402;188;9;7;400;362637;363656;1.90E-60;217;
BACDOR_00122;NC_012781.1 [Eubacterium] rectale ATCC 33656, complete genome;34.878;410;196;11;1;403;1870731;1869694;1.92E-60;217;
BACDOR_00122;NZ_DS499656.1 Erysipelatoclostridium ramosum DSM 1402 Scfld_02_7, whole genome shotgun sequence;34.568;405;194;13;7;404;69655;68633;7.29E-60;215;
BACDOR_00122;NZ_DS264284.1 Eubacterium ventriosum ATCC 27560 Scfld0222, whole genome shotgun sequence;35.222;406;192;11;5;403;217372;216347;1.16E-59;214;
BACDOR_00122;NZ_AAXA02000015.1 Dorea formicigenerans ATCC 27755 D_formicigenerans-3.0.1_Cont399, whole genome shotgun sequence;35.556;405;190;12;7;404;155473;154451;3.74E-59;213;
BACDOR_00122;NZ_DS990170.1 Ruminococcus lactaris ATCC 29176 Scfld_02_7, whole genome shotgun sequence;34.963;409;195;14;2;403;184161;183127;4.18E-59;213;
BACDOR_00122;NZ_ACEP01000009.1 [Eubacterium] hallii DSM 3353 E_hallii-1.0_Cont8.1, whole genome shotgun sequence;35.539;408;184;14;7;403;16113;17132;8.67E-59;212;
BACDOR_00122;NZ_KB946519.1 Enterococcus faecalis EnGen0247 strain WH257 acvKu-supercont1.14, whole genome shotgun sequence;33.907;407;199;10;4;403;432320;433351;1.72E-58;211;
BACDOR_00122;NZ_ACCL02000019.1 Marvinbryantia formatexigens DSM 14469 B_formatexigens-1.0.1_Cont18.1, whole genome shotgun sequence;35.309;405;191;11;6;403;57650;56628;3.99E-58;210;
BACDOR_00122;NZ_DS480669.1 [Clostridium] bolteae ATCC BAA-613 Scfld_02_10, whole genome shotgun sequence;33.911;404;196;11;7;403;257651;256632;1.06E-57;209;
BACDOR_00122;NZ_PUEM01000006.1 [Clostridium] bolteae strain ATCC BAA-613 Clostridium_bolteae.1cell.HGAP3_contig6, whole genome shotgun sequence;33.911;404;196;11;7;403;5515992;5514973;1.06E-57;209;
BACDOR_00122;NZ_DS264382.1 [Ruminococcus] torques ATCC 27756 Scfld0239, whole genome shotgun sequence;34.146;410;197;13;3;404;70803;71837;1.30E-57;209;
BACDOR_00122;NZ_GG704769.1 Subdoligranulum variabile DSM 15176 Scfld0, whole genome shotgun sequence;35.149;404;186;14;11;404;943449;944462;1.89E-57;208;
BACDOR_00122;NZ_DS544183.1 Anaerotruncus colihominis DSM 17241 Scfld_02_16, whole genome shotgun sequence;33.659;410;202;10;2;404;144332;145372;3.98E-57;207;
BACDOR_00122;NZ_GG692730.1 Roseburia intestinalis L1-82 Scfld17, whole genome shotgun sequence;34.483;406;191;13;7;403;17297;16278;6.30E-57;207;
BACDOR_00122;NZ_AAYG02000031.1 [Ruminococcus] gnavus ATCC 29149 R_gnavus-1.0.1_Cont376, whole genome shotgun sequence;34.321;405;195;12;7;404;76269;75247;7.04E-57;206;
BACDOR_00122;NZ_PUEL01000004.1 [Ruminococcus] gnavus ATCC 29149 Ruminococcus_gnavus.1cell.HGAP3_contig4, whole genome shotgun sequence;34.321;405;195;12;7;404;1103873;1102851;7.07E-57;206;
BACDOR_00122;NZ_GG698588.1 Blautia hansenii DSM 20583 Scfld0, whole genome shotgun sequence;33.663;404;197;10;7;403;858259;857240;5.60E-56;204;
BACDOR_00122;NZ_GG661996.1 Proteus penneri ATCC 35198 genomic scaffold Scfld2, whole genome shotgun sequence;37.283;346;153;7;62;403;808745;807888;1.35E-55;203;
BACDOR_00122;NZ_DS499718.1 [Clostridium] scindens ATCC 35704 Scfld_02_40, whole genome shotgun sequence;34.653;404;193;11;7;403;28492;29511;3.80E-55;201;
BACDOR_00122;NZ_GG667675.1 Hungatella hathewayi DSM 13479 Scfld68, whole genome shotgun sequence;33.99;406;197;11;5;403;10370;9345;8.68E-55;200;
BACDOR_00122;NZ_DS995348.1 Tyzzerella nexilis DSM 1787 Scfld14, whole genome shotgun sequence;34.236;406;196;13;5;403;319950;318925;7.23E-54;197;
BACDOR_00122;QEKH01000016.1 Victivallis vadensis strain DSM 14823 Ga0215691_116, whole genome shotgun sequence;33.415;410;194;11;12;404;92415;91372;7.62E-54;197;
BACDOR_00122;NC_010655.1 Akkermansia muciniphila ATCC BAA-835, complete genome;34.719;409;172;13;7;404;843027;842053;8.77E-54;197;
BACDOR_00122;NZ_GG662010.1 Coprococcus comes ATCC 27758 Scfld5, whole genome shotgun sequence;33.252;409;202;12;2;403;66418;65384;3.65E-53;196;
BACDOR_00122;NZ_ABXA01000019.1 Anaerococcus hydrogenalis DSM 7454 A_hydrogenalis-1.0_Cont69.1, whole genome shotgun sequence;33.168;404;198;10;7;403;158102;157086;3.32E-52;193;
BACDOR_00122;NZ_PPUH01000003.1 Eggerthella lenta strain ATCC 25559 NODE_3, whole genome shotgun sequence;32.53;415;209;14;6;403;25535;26617;1.23E-50;188;
BACDOR_00122;NZ_DS996921.1 [Bacteroides] pectinophilus ATCC 43243 Scfld_02_1, whole genome shotgun sequence;34.722;216;119;6;7;219;1049700;1050290;2.06E-49;112;
BACDOR_00122;NZ_DS996921.1 [Bacteroides] pectinophilus ATCC 43243 Scfld_02_1, whole genome shotgun sequence;34.737;190;77;4;218;403;1050286;1050726;2.06E-49;108;
BACDOR_00122;NZ_DS995534.1 Bacteroides dorei DSM 17855 Scfld6, whole genome shotgun sequence;30.488;410;212;12;7;404;439390;440436;1.51E-48;182;
BACDOR_00122;NZ_AAVN02000005.1 Collinsella aerofaciens ATCC 25986 C_aerofaciens-2.0_Cont930, whole genome shotgun sequence;31.481;432;231;13;7;403;180699;181904;2.90E-48;181;
BACDOR_00122;NZ_JH370371.1 Alistipes indistinctus YIT 12060 supercont1.1, whole genome shotgun sequence;29.877;405;221;10;7;404;1466197;1467243;8.44E-48;180;
BACDOR_00122;NZ_GG657592.1 [Clostridium] asparagiforme DSM 15981 Scfld6, whole genome shotgun sequence;34.595;370;171;11;42;405;3244881;3245795;1.21E-47;179;
BACDOR_00122;NZ_JGDE01000005.1 Bacteroides fragilis str. DS-208 gbfDS208.contig.4, whole genome shotgun sequence;29.54;413;213;13;7;404;6231;7280;1.96E-46;176;
BACDOR_00122;JGCP01002354.1 Bacteroides fragilis str. 3397 T10 gbf3397T10.contig.2398, whole genome shotgun sequence;29.54;413;213;13;7;404;7402;8451;2.00E-46;176;
BACDOR_00122;CVOZ01000043.1 Bacteroides thetaiotaomicron genome assembly 7330, contig 7330contig1.18, whole genome shotgun sequence;30.147;408;217;12;7;404;27888;26839;3.21E-46;176;
BACDOR_00122;NZ_PUEO01000004.1 Bacteroides thetaiotaomicron strain VPI-5482 Bacteroides_thetaiotaomicron.1cell.HGAP3_contig4, whole genome shotgun sequence;30.147;408;217;12;7;404;1074907;1075956;3.24E-46;176;
BACDOR_00122;NZ_EQ973631.1 Bacteroides coprophilus DSM 18228 = JCM 13818 strain DSM 18228 Scfld3, whole genome shotgun sequence;28.434;415;224;11;2;404;94724;93663;6.15E-46;174;
BACDOR_00122;NZ_CVOY01000046.1 Bacteroides thetaiotaomicron isolate 3731, whole genome shotgun sequence;29.902;408;218;12;7;404;28312;27263;6.86E-46;174;
BACDOR_00122;NZ_JH724295.1 Bacteroides xylanisolvens CL03T12C04 supercont1.2, whole genome shotgun sequence;29.157;415;212;14;7;404;740942;741991;2.24E-45;173;
BACDOR_00122;NZ_DS362235.1 Bacteroides uniformis ATCC 8492 Scfld_3.0.1_18, whole genome shotgun sequence;28.71;411;217;13;7;403;56952;57998;2.28E-45;173;
BACDOR_00122;NZ_GG688332.1 Bacteroides finegoldii DSM 17565 Scfld15, whole genome shotgun sequence;29.157;415;212;14;7;404;112379;113428;2.93E-45;172;
BACDOR_00122;NZ_DS264579.1 Bacteroides ovatus ATCC 8483 Scfld0226, whole genome shotgun sequence;28.916;415;213;14;7;404;416778;417827;3.36E-45;172;
BACDOR_00122;NZ_DS995511.1 Bacteroides eggerthii DSM 20697 Scfld3, whole genome shotgun sequence;28.71;411;217;13;7;403;462444;461398;3.37E-45;172;
BACDOR_00122;NZ_DS499674.1 Bacteroides stercoris ATCC 43183 Scfld_02_13, whole genome shotgun sequence;28.71;411;217;13;7;403;260486;259440;6.35E-45;172;
BACDOR_00122;NZ_AAVM02000002.1 Bacteroides caccae ATCC 43185 B_caccae-MSIQ_Cont255, whole genome shotgun sequence;28.916;415;213;14;7;404;264921;265970;3.70E-44;169;
BACDOR_00122;NZ_DS264476.1 Parabacteroides merdae ATCC 43184 Scfld0216, whole genome shotgun sequence;28.537;410;220;11;7;404;37736;38782;8.74E-44;168;
BACDOR_00122;NZ_ABJL02000007.1 Bacteroides intestinalis DSM 17393 B_intestinalis-2.0.1_Cont606, whole genome shotgun sequence;29.268;410;216;13;7;403;194759;193713;1.01E-43;168;
BACDOR_00122;NZ_ATFI01000001.1 Bacteroides cellulosilyticus WH2 BWH2c1, whole genome shotgun sequence;28.537;410;219;12;7;403;1098277;1099323;1.82E-43;167;
BACDOR_00122;NZ_EQ973490.1 Bacteroides cellulosilyticus DSM 14838 Scfld4, whole genome shotgun sequence;28.537;410;219;12;7;403;1290447;1291493;1.82E-43;167;
BACDOR_00122;NZ_DS996452.1 Parabacteroides johnsonii DSM 18315 Scfld12, whole genome shotgun sequence;28.537;410;220;11;7;404;143947;142901;2.78E-43;167;
BACDOR_00122;NZ_GG692710.1 Collinsella intestinalis DSM 13280 Scfld_02_0, whole genome shotgun sequence;29.083;447;227;12;7;403;58740;59960;4.55E-42;163;
BACDOR_00122;NZ_GG703861.1 Prevotella copri DSM 18205 Scfld9, whole genome shotgun sequence;24.779;452;230;12;6;405;82450;83631;8.45E-35;142;
BACDOR_00122;JGCP01002172.1 Bacteroides fragilis str. 3397 T10 gbf3397T10.contig.2214, whole genome shotgun sequence;28.652;356;174;13;64;404;2;874;8.31E-33;133;
BACDOR_00122;NZ_MXBC01000005.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO_STM1560 BCW_8415_1__paired__contig_5, whole genome shotgun sequence;24.093;386;222;11;29;404;227354;226380;4.67E-14;79.7;
BACDOR_00122;NZ_MZNM01000006.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO_STM1963 BCW_8419_1__paired__contig_6, whole genome shotgun sequence;24.093;386;222;11;29;404;228089;227115;4.67E-14;79.7;
BACDOR_00122;NZ_MWQU01000006.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO STM0928::STM1252 BCW_7518_1__paired__contig_6, whole genome shotgun sequence;24.093;386;222;11;29;404;228157;227183;4.67E-14;79.7;
BACDOR_00122;NZ_MWQV01000005.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO STM1252 BCW_8441_1__paired__contig_5, whole genome shotgun sequence;24.093;386;222;11;29;404;228104;227130;4.67E-14;79.7;
BACDOR_00122;NZ_MZNK01000008.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO_STM2896::KO_STM3664 BCW_7513_1__paired__contig_8, whole genome shotgun sequence;24.093;386;222;11;29;404;487268;488242;4.67E-14;79.7;
BACDOR_00122;NZ_MWQW01000001.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO STM0928 BCW_8442_1__paired__contig_1, whole genome shotgun sequence;24.093;386;222;11;29;404;228104;227130;4.67E-14;79.7;
BACDOR_00122;NZ_MXBB01000003.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO_STM0907 BCW_8409_1__paired__contig_3, whole genome shotgun sequence;24.093;386;222;11;29;404;228288;227314;4.67E-14;79.7;
BACDOR_00122;NZ_MZNO01000006.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO_STM2612 BCW_8422_1__paired__contig_6, whole genome shotgun sequence;24.093;386;222;11;29;404;487598;488572;4.67E-14;79.7;
BACDOR_00122;NZ_MWQS01000006.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO STM4298::STM0928 BCW_7516_1__paired__contig_6, whole genome shotgun sequence;24.093;386;222;11;29;404;487607;488581;4.67E-14;79.7;
BACDOR_00122;NZ_MZZB01000011.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO STM0041 BCW_8440_1__paired__contig_11, whole genome shotgun sequence;24.093;386;222;11;29;404;228352;227378;4.67E-14;79.7;
BACDOR_00122;NZ_MZYB01000004.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO STM2877 BCW_7508_1__paired__contig_4, whole genome shotgun sequence;24.093;386;222;11;29;404;228113;227139;4.67E-14;79.7;
BACDOR_00122;NZ_MXBA01000003.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO_STM0233 BCW_8406_1__paired__contig_3, whole genome shotgun sequence;24.093;386;222;11;29;404;228089;227115;4.67E-14;79.7;
BACDOR_00122;NZ_MXAZ01000003.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO_STM3537 BCW_7503_1__paired__contig_3, whole genome shotgun sequence;24.093;386;222;11;29;404;228285;227311;4.67E-14;79.7;
BACDOR_00122;NZ_MZYW01000004.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO STM3679 BCW_8432_1__paired__contig_4, whole genome shotgun sequence;24.093;386;222;11;29;404;228096;227122;4.67E-14;79.7;
BACDOR_00122;NZ_MZYS01000004.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO STM3112 BCW_8427_1__paired__contig_4, whole genome shotgun sequence;24.093;386;222;11;29;404;400446;401420;4.67E-14;79.7;
BACDOR_00122;NZ_MZYU01000005.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO STM3605 BCW_8430_1__paired__contig_5, whole genome shotgun sequence;24.093;386;222;11;29;404;439609;440583;4.67E-14;79.7;
BACDOR_00122;NZ_MZZC01000005.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO STM4019 BCW_8443_1__paired__contig_5, whole genome shotgun sequence;24.093;386;222;11;29;404;487483;488457;4.67E-14;79.7;
BACDOR_00122;NZ_MZYY01000004.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO STM4426 BCW_8436_1__paired__contig_4, whole genome shotgun sequence;24.093;386;222;11;29;404;338174;337200;4.67E-14;79.7;
BACDOR_00122;NZ_MZYE01000003.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO STM0016 BCW_8403_1__paired__contig_3, whole genome shotgun sequence;24.093;386;222;11;29;404;338307;337333;4.67E-14;79.7;
BACDOR_00122;NZ_MZXZ01000008.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO STM3663 BCW_7505_1__paired__contig_8, whole genome shotgun sequence;24.093;386;222;11;29;404;487286;488260;4.67E-14;79.7;
BACDOR_00122;NZ_MZYP01000015.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO STM2831 BCW_8424_1__paired__contig_15, whole genome shotgun sequence;24.093;386;222;11;29;404;338305;337331;4.67E-14;79.7;
BACDOR_00122;NZ_MZNN01000003.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO_STM1028 BCW_8410_1__paired__contig_3, whole genome shotgun sequence;24.093;386;222;11;29;404;487432;488406;4.67E-14;79.7;
BACDOR_00122;NZ_NSCB01000001.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO_STM3712 BCW_7511_1__paired__contig_1, whole genome shotgun sequence;24.093;386;222;11;29;404;487432;488406;4.67E-14;79.7;
BACDOR_00122;NZ_NSBZ01000002.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 BCW_000113_1__paired__contig_2, whole genome shotgun sequence;24.093;386;222;11;29;404;338306;337332;4.67E-14;79.7;
BACDOR_00122;NZ_MZYH01000003.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO STM0401 BCW_8408_1__paired__contig_3, whole genome shotgun sequence;24.093;386;222;11;29;404;487612;488586;4.67E-14;79.7;
BACDOR_00122;NZ_MZYF01000010.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO STM0148 BCW_8405_1__paired__contig_10, whole genome shotgun sequence;24.093;386;222;11;29;404;338167;337193;4.67E-14;79.7;
BACDOR_00122;NZ_MWQQ01000005.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO STM3338 BCW_7500_1__paired__contig_5, whole genome shotgun sequence;24.093;386;222;11;29;404;338307;337333;4.67E-14;79.7;
BACDOR_00122;NZ_MZNP01000002.1 Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 KO_STM2715.S BCW_8423_1__paired__contig_2, whole genome shotgun sequence;24.093;386;222;11;29;404;487483;488457;4.67E-14;79.7;
BACDOR_00571;NZ_DS995531.1 Bacteroides dorei DSM 17855 Scfld3, whole genome shotgun sequence;100;246;0;0;1;246;345468;346205;2.04E-167;517;
BACDOR_00571;NC_009614.1 Bacteroides vulgatus ATCC 8482, complete genome;97.561;246;6;0;1;246;2241;1504;2.88E-163;505;
BACDOR_00571;NC_009614.1 Bacteroides vulgatus ATCC 8482, complete genome;27.273;176;114;6;1;176;2553354;2553839;8.50E-10;63.9;
BACDOR_00571;NC_009614.1 Bacteroides vulgatus ATCC 8482, complete genome;24.257;202;134;4;1;198;3238578;3238018;5.86E-09;61.6;
BACDOR_00571;NZ_EQ973651.1 Bacteroides coprophilus DSM 18228 = JCM 13818 strain DSM 18228 Scfld23, whole genome shotgun sequence;78.455;246;53;0;1;246;153905;154642;3.75E-130;410;
BACDOR_00571;NZ_PUEO01000011.1 Bacteroides thetaiotaomicron strain VPI-5482 Bacteroides_thetaiotaomicron.1cell.HGAP3_contig11, whole genome shotgun sequence;73.77;244;64;0;1;244;338541;339272;1.90E-123;391;
BACDOR_00571;CVOZ01000016.1 Bacteroides thetaiotaomicron genome assembly 7330, contig 7330contig0.16, whole genome shotgun sequence;73.77;244;64;0;1;244;104209;104940;3.99E-123;390;
BACDOR_00571;NZ_CVOY01000001.1 Bacteroides thetaiotaomicron isolate 3731, whole genome shotgun sequence;73.77;244;64;0;1;244;257803;258534;2.17E-122;388;
BACDOR_00571;NZ_GG688321.1 Bacteroides finegoldii DSM 17565 Scfld4, whole genome shotgun sequence;72.653;245;67;0;2;246;291692;290958;3.22E-121;384;
BACDOR_00571;NZ_AAVM02000007.1 Bacteroides caccae ATCC 43185 B_caccae-MSIQ_Cont240, whole genome shotgun sequence;72.358;246;68;0;1;246;111194;111931;4.69E-121;384;
BACDOR_00571;NZ_PUEQ01000003.1 Bacteroides caccae strain ATCC 43185 Bacteroides_caccae.1cell.HGAP3_contig3, whole genome shotgun sequence;72.358;246;68;0;1;246;349059;349796;4.70E-121;384;
BACDOR_00571;NZ_JH724296.1 Bacteroides xylanisolvens CL03T12C04 supercont1.3, whole genome shotgun sequence;73.061;245;66;0;2;246;301016;300282;8.07E-121;383;
BACDOR_00571;NZ_PUEP01000015.1 Bacteroides ovatus strain ATCC 8483 Bacteroides_ovatus.1cell.HGAP3_contig15, whole genome shotgun sequence;73.061;245;66;0;2;246;146479;147213;2.95E-120;382;
BACDOR_00571;NZ_DS264580.1 Bacteroides ovatus ATCC 8483 Scfld0227, whole genome shotgun sequence;73.061;245;66;0;2;246;292879;293613;2.95E-120;382;
BACDOR_00571;JGCP01002542.1 Bacteroides fragilis str. 3397 T10 gbf3397T10.contig.2588, whole genome shotgun sequence;72.541;244;67;0;1;244;44107;43376;1.91E-118;377;
BACDOR_00571;NZ_JGDE01000133.1 Bacteroides fragilis str. DS-208 gbfDS208.contig.134, whole genome shotgun sequence;72.131;244;68;0;1;244;56983;56252;2.51E-118;376;
BACDOR_00571;NZ_UFTH01000001.1 Bacteroides fragilis strain NCTC9343, whole genome shotgun sequence;72.131;244;68;0;1;244;1012777;1012046;2.06E-117;374;
BACDOR_00571;NZ_UFTH01000001.1 Bacteroides fragilis strain NCTC9343, whole genome shotgun sequence;27.439;164;105;5;1;164;627434;626985;1.21E-08;60.5;
BACDOR_00571;NZ_DS499676.1 Bacteroides stercoris ATCC 43183 Scfld_02_15, whole genome shotgun sequence;70.082;244;73;0;1;244;475435;474704;2.61E-115;367;
